device_name,mac_prefix,uuid_entropy,rssi_jitter,adv_interval,service_count,packet_loss_rate,label
Galaxy_Buds,38:A4,2.307535551306039,0.7437822451378717,261.2374472212335,4,0.025148478486106133,1
Unknown_Sensor,FF:FF:FF,2.4041709123539654,0.5761949268958644,208.7951282700071,4,0.060444091083443896,1
Unknown_Sensor,FF:FF:FF,2.725709641725375,1.816936759519047,225.0612879471468,5,0.07437581218740584,1
AirPods,00:1F,2.5433826295572963,2.5915054164505222,260.7344153798229,8,0.033320795829629296,1
Galaxy_Buds,48:03,2.227041514703692,0.5685935003414814,164.1336108538555,4,0.021770579950770825,1
Huawei_Watch,00:1E,2.1003642638967213,1.2461652552020057,160.95625163160582,5,0.03339288025190232,1
AirPods,00:25:96,2.183905757133578,1.310276411368707,288.5819407825038,5,0.03230689368464327,1
Galaxy_Buds,20:AB,2.1777407897540413,0.8431273382449227,225.3347691111619,6,0.024070264785341574,1
AirPods,00:25:96,2.2867467099926997,2.843875893998367,182.20740266364626,9,0.02760569984213464,1
AirPods,A4:83,2.5764938160883366,1.7742429999611273,189.55663291461832,8,0.00646826610661722,1
Unknown_Sensor,FF:FF:FF,1.8089288071901195,2.1661841412520206,166.20096388946558,5,0.07867385127158744,1
Galaxy_Buds,48:03,2.571502311253569,2.0563592749660127,127.1291579137773,6,0.014921480831988338,1
AirPods,A4:83,2.513625060231769,2.1261544684214777,103.31756578557123,7,0.06476008369117724,1
Unknown_Sensor,FF:FF:FF,2.338724627532285,0.6707893583134769,224.36879285844387,5,0.04142010804219841,1
Unknown_Sensor,FF:FF:FF,1.6787772273897912,1.1208791478356979,120.42523382330603,4,0.043315837906205266,1
Galaxy_Buds,48:03,2.1599850152581097,0.6849008396110596,276.7903017992984,7,0.04237204626848052,1
Galaxy_Buds,20:AB,2.0651719374641293,2.273874667497319,262.0752502893995,6,0.01509656866731035,1
AirPods,A4:83,2.5902504809809397,2.531986741371934,271.2648583756185,5,0.05136253169234302,1
Huawei_Watch,78:85,2.2131400998662296,2.55653005246499,221.28581193191798,5,0.029782621324939446,1
AirPods,A4:83,2.781564685728722,1.1814103393699176,161.0727720688787,6,0.055351615815415464,1
Unknown_Sensor,FF:FF:FF,2.792794701394067,0.6749981822288325,103.25356545079376,3,0.026031975852741418,1
Unknown_Sensor,FF:FF:FF,1.9764094199577178,2.209260412252718,229.76918636538326,5,0.04546468826683773,1
Unknown_Sensor,FF:FF:FF,2.1614582998903877,1.9180980691019174,145.08312734900514,3,0.07784084438019565,1
AirPods,A4:83,2.724432588623979,2.014732702393431,258.9622607083297,5,0.04615231077010873,1
Unknown_Sensor,FF:FF:FF,2.6234178345934738,0.8215002242521992,189.85480837925542,5,0.0019452773145163071,1
AirPods,00:25:96,2.7961853575581386,1.6278668335782631,155.91206835935174,7,0.059817501911793115,1
AirPods,00:25:96,2.39972890382212,2.819971565704807,292.7239954178506,5,0.0060277004804902565,1
AirPods,00:25:96,2.233637721805242,1.1443396565363764,197.05597485526314,6,0.044544100996668015,1
Huawei_Watch,00:1E,2.587220857672481,1.768146808214476,119.4352987541537,4,0.0203330919255791,1
Galaxy_Buds,38:A4,2.2257855349670206,2.1670735488342836,124.59183965956518,8,0.023720811491823878,1
Galaxy_Buds,48:03,2.1793448605161205,1.6453301639044973,114.68695247204326,4,0.050231553195890885,1
Unknown_Sensor,FF:FF:FF,2.3449531100110947,2.095310568595799,243.2426804984982,5,0.0709293719160528,1
Huawei_Watch,00:1E,2.1657873578886084,1.7878723383908177,107.18845475934842,3,0.012403329338219535,1
Galaxy_Buds,20:AB,2.5872534514485546,2.192890160285686,145.04524489285552,5,0.06580804485277267,1
Galaxy_Buds,48:03,2.088942358856319,1.4489351721205697,238.59883955774995,7,0.07722014643126159,1
Huawei_Watch,00:1E,2.1361772048180256,1.675251115763555,208.1270243220213,6,0.010619633779437586,1
Galaxy_Buds,38:A4,2.2260695310588723,2.0494096284911483,148.74980522717337,7,0.05952341143992923,1
Galaxy_Buds,20:AB,2.129033572031959,0.4779205265578349,177.0966054892194,7,0.03271623555314159,1
Galaxy_Buds,38:A4,2.1095059298697603,0.8505343759621098,198.8607996471017,4,0.0528157901374185,1
AirPods,00:25:96,2.7684056964642356,2.2709526000698443,210.87081050228014,9,0.033568004994223195,1
Unknown_Sensor,FF:FF:FF,2.235848373642299,0.6283454086347258,121.62963660501559,2,0.0092858112405533,1
AirPods,A4:83,2.128510161623279,2.5531054016264174,240.73157187600472,8,0.001372888146540019,1
Galaxy_Buds,20:AB,2.331430239546396,0.6810441138020334,178.09329686283513,5,0.04926800784417732,1
AirPods,00:1F,2.2826255363391996,0.5367308966969234,286.6872616158966,5,0.043150195872005005,1
AirPods,A4:83,2.760976117987617,2.581277440532009,227.28071948920226,8,0.04603793423007032,1
Galaxy_Buds,48:03,2.450301752909647,1.3081563590813368,198.2110220768683,8,0.05007517360812583,1
AirPods,00:25:96,2.5560393403004515,0.9960424637041889,154.79222546422676,8,0.008062240110194132,1
Galaxy_Buds,20:AB,2.06611007252915,1.8026149015159851,112.81395672284121,8,0.06759002487755637,1
Galaxy_Buds,38:A4,2.5701279378122552,0.9200805045014799,121.26966897189813,8,0.027866928356255788,1
Huawei_Watch,78:85,2.1274304286729526,1.403070476117389,293.5161103040495,6,0.014195163502377825,1
AirPods,A4:83,2.7933535994004712,1.4902824245874235,174.40361715855664,9,0.019087748783227214,1
Huawei_Watch,78:85,2.617936132313162,0.9717667657695507,175.54577723525898,3,0.04042018979582857,1
Unknown_Sensor,FF:FF:FF,2.0065035120849646,1.0036149711751392,117.99727968913541,5,0.0008670121184238688,1
AirPods,A4:83,2.1639006737502937,1.2663527302169957,290.012393410161,8,0.04587503104986289,1
Huawei_Watch,78:85,2.164192903080937,1.8458582221626854,210.74061046916015,7,0.0601899623550144,1
Huawei_Watch,78:85,2.1794252214122136,2.634229853649502,294.84964170688204,4,0.035322440109870165,1
Huawei_Watch,78:85,2.345640508786455,0.6809608394262541,128.59833641056719,4,0.06695710993898991,1
AirPods,00:25:96,2.6869365346347895,1.5226195401126585,144.5152835142061,5,0.0657488047432285,1
Galaxy_Buds,38:A4,2.0569441464493297,0.48664297098742226,277.5951241302116,8,0.029651371765351275,1
Unknown_Sensor,FF:FF:FF,1.8076907517867022,2.650773007141075,206.53997298783116,5,0.030100766842473262,1
Huawei_Watch,00:25,2.644002841149206,1.7401701993659322,184.84440184939524,4,0.02642020232152788,1
Galaxy_Buds,48:03,2.1775775217111972,1.1914445909191178,202.8651445369019,7,0.009505433301445754,1
AirPods,A4:83,2.5544472114812447,2.2905077102370157,216.67375301943193,5,0.029989646361896327,1
AirPods,00:25:96,2.708019389732622,1.0366300124466863,292.64450788812223,8,0.07823205350034167,1
AirPods,00:25:96,2.3258804717943087,0.6041618799156147,284.9286660447192,8,0.005903725178831909,1
Huawei_Watch,00:25,2.778511774933369,1.6554348260083573,225.8797276270525,3,0.050204646406725076,1
Galaxy_Buds,48:03,2.6308106073436925,0.3999820367512073,150.57337412660146,7,0.00854048527487075,1
AirPods,00:1F,2.231684811806633,1.6128761718559572,170.67044560521055,6,0.021275033997139117,1
AirPods,00:25:96,2.281964903997984,1.5877780323891943,106.46319022193009,5,0.02476220930290622,1
Unknown_Sensor,FF:FF:FF,2.2836164466302877,0.9315856347908507,123.97332254027495,4,0.06580297943385352,1
Galaxy_Buds,48:03,2.5080036558718524,1.6495134310587378,175.2837465323114,5,0.044127029803525605,1
AirPods,A4:83,2.3878785816097583,2.3662454809645412,196.07401637327092,5,0.03013911759503526,1
Galaxy_Buds,48:03,2.2750926142852013,2.1241612855543317,202.43466444983457,4,0.03749545278359762,1
Huawei_Watch,00:25,2.2913849503514943,0.535301191962225,272.94447525101066,3,0.04274770200235705,1
AirPods,00:1F,2.73921602658035,1.9043588775811326,245.22416881436962,6,0.06797179125419292,1
AirPods,00:25:96,2.4153808947170656,0.8099825963635879,290.8102054517445,9,0.016578211920644518,1
AirPods,00:25:96,2.62989939252056,0.6125515226989278,153.73449640506146,6,0.03985321493167143,1
Galaxy_Buds,38:A4,2.5819600430437513,0.9771099274963089,246.94943233835122,7,0.044875037722830906,1
Galaxy_Buds,48:03,2.282438006348678,0.5948335025914095,105.18088173640102,8,0.049624764108277174,1
Galaxy_Buds,48:03,2.1490749130562374,0.6000172462908935,102.61803982021874,5,0.04719341494837065,1
Galaxy_Buds,48:03,2.3062324454166103,2.2891491278862466,162.68598406419406,4,0.06269224101929145,1
Unknown_Sensor,FF:FF:FF,1.8873472870045356,1.61372614524053,225.5755368688234,2,0.011765878474323034,1
Unknown_Sensor,FF:FF:FF,2.5947188395243224,2.2760779015515733,111.92247601333585,2,0.07840260602283816,1
AirPods,00:1F,2.3301261272012557,2.020162050360142,148.0291237556386,7,0.04298107333712561,1
Huawei_Watch,00:25,2.5093362741644074,1.3607211733846754,239.53351473938636,6,0.014550406751931587,1
Unknown_Sensor,FF:FF:FF,2.0351595786647865,2.560657533106926,192.74248987555796,5,0.013785589696130387,1
Galaxy_Buds,48:03,2.0286080313865353,0.671657138758762,150.14626102575255,8,0.0025443745188132106,1
Galaxy_Buds,20:AB,2.374096452612766,1.0831812653983695,260.95910732126663,4,0.04027338166838855,1
AirPods,A4:83,2.127518497888769,2.418584957381702,225.58007789818157,7,0.07366979204254506,1
AirPods,00:25:96,2.2938143537030427,2.4348830715033474,249.65193807673168,9,0.07890055966934521,1
Huawei_Watch,00:25,2.746829231375203,0.9666796794817704,251.99108178751712,4,0.05979767505070052,1
Galaxy_Buds,48:03,2.1767058610408148,1.8693690889460155,261.1372307836959,6,0.04256907882122525,1
AirPods,00:1F,2.413188656776418,1.7782814394920556,148.49410072694593,5,0.05899241648750553,1
Unknown_Sensor,FF:FF:FF,1.5260925571110442,1.0696137470745812,138.06064125937803,3,0.04282684512124188,1
AirPods,00:25:96,2.3400488049947823,1.6375278594333347,171.02086065586096,5,0.039875375914324586,1
Huawei_Watch,00:25,2.615775732776439,1.7385814382810496,217.30708693215183,6,0.010206424223645101,1
AirPods,00:25:96,2.3541576074790447,2.050201379195843,214.15566093378237,7,0.07892121990343838,1
AirPods,00:25:96,2.266058754215196,0.7442779342889689,130.57182783686642,8,0.0680654014268917,1
Galaxy_Buds,38:A4,2.5641054207188008,0.42243767658534576,251.6165263536727,6,0.041960911165620375,1
Unknown_Sensor,FF:FF:FF,2.406049901076348,2.8925899438746647,261.38984733532374,5,0.07755763466202951,1
Unknown_Sensor,FF:FF:FF,1.506890008316887,2.832681339951885,188.33478026658122,3,0.05349145759395448,1
AirPods,00:1F,2.4897340251097506,1.8718704547277596,155.99581873205682,8,0.016406204811956728,1
Galaxy_Buds,38:A4,2.497666735185724,0.7389152401443035,232.52449306572788,7,0.009186945979136283,1
Galaxy_Buds,38:A4,2.202041387268179,1.5787240871297472,127.78528874935641,7,0.025651375372761142,1
Huawei_Watch,78:85,2.3584613370569274,1.4902431333258392,209.72062358763066,4,0.07919681859119562,1
AirPods,00:1F,2.1615076778698596,0.8331794562608489,100.54217988286594,5,0.047651099248627544,1
Unknown_Sensor,FF:FF:FF,2.28793244537259,2.3445815149094487,119.20586502041849,2,0.06644955262301833,1
Unknown_Sensor,FF:FF:FF,2.031073780816692,2.7189327811698774,278.3673057623303,3,0.014498645293252812,1
Huawei_Watch,78:85,2.618784454503041,1.7787354716317885,268.3657553516544,5,0.06362138494879122,1
Galaxy_Buds,38:A4,2.5775928736849583,0.710090970933917,142.42451429169995,5,0.07262929043700128,1
AirPods,00:25:96,2.5118146730565396,2.139156952201118,190.38972025980786,7,0.04992812353454701,1
AirPods,A4:83,2.407121272771837,1.8859670501747017,171.07249036367918,6,0.04348422888911909,1
Unknown_Sensor,FF:FF:FF,1.7977330082022351,1.665693138656204,177.6750657645597,4,0.05021664424571343,1
Unknown_Sensor,FF:FF:FF,2.4018328896243397,0.6501730519821345,258.1532407672189,2,0.04267688735810572,1
Huawei_Watch,00:25,2.6520180478571715,0.7640197113586029,162.34441355910965,7,0.06228575512406009,1
AirPods,00:1F,2.243181215218624,2.2137537973366737,198.79629742617254,6,0.0273665398972726,1
Galaxy_Buds,20:AB,2.077442215868645,2.16219504181594,122.94795921975684,8,0.043188850969026936,1
AirPods,A4:83,2.3862686239598454,2.352516753435788,102.44061446360891,7,0.055515875557368005,1
Unknown_Sensor,FF:FF:FF,2.4310327971528376,1.8173792848987813,248.8237890056341,3,0.07267604490669027,1
Galaxy_Buds,38:A4,2.2805959917345477,1.316412768017092,270.5110011301268,7,0.07294819270743717,1
Unknown_Sensor,FF:FF:FF,2.157655282549806,1.8509264356735489,103.25983308775129,5,0.047437032420705724,1
Unknown_Sensor,FF:FF:FF,2.2346731386659715,2.080957224467609,266.0498886119132,5,0.05210937687905969,1
AirPods,A4:83,2.524700532467999,1.5179136111257263,247.28884712494457,5,0.0740454810325421,1
Huawei_Watch,78:85,2.1792666320885288,2.763618877509603,267.77961728918683,3,0.026571713012395116,1
Galaxy_Buds,48:03,2.159176934613979,1.6373676663473693,168.2750257093988,8,0.026815779331672073,1
Unknown_Sensor,FF:FF:FF,2.52412685532884,1.8300481356713751,120.56811401002379,5,0.04299164823503383,1
Huawei_Watch,00:1E,2.3424421960561728,1.2326876845509465,247.50024962194968,3,0.04696545793092538,1
Huawei_Watch,00:25,2.19859991426586,0.8233287676149359,199.67355454789595,7,0.073187672085448,1
AirPods,00:25:96,2.5064118451946302,2.0174342910068725,102.61889131766672,9,0.04121389459254501,1
AirPods,00:25:96,2.204063909427179,1.495097896944857,117.06993361572877,9,0.014757029713508488,1
Huawei_Watch,78:85,2.3169558483880275,1.353563477098235,185.3577810673499,5,0.027950959923946642,1
Galaxy_Buds,20:AB,2.437483190935737,1.1309970843683725,250.58166639261992,6,0.005256691154268189,1
Galaxy_Buds,48:03,2.3173021843236192,1.4536585925206762,179.33729444888107,5,0.03976095590569992,1
Huawei_Watch,00:25,2.172087035531921,1.2024707471451572,115.10067276077784,5,0.029864745302380237,1
Galaxy_Buds,48:03,2.4507996802673113,1.199215176415812,104.56954401886208,7,0.06718310875652565,1
Huawei_Watch,78:85,2.3855891467553914,1.7241342286224155,150.77771280866085,5,0.040440630328482705,1
Unknown_Sensor,FF:FF:FF,1.635341156579946,2.3597734305076115,132.13803916978006,2,0.04453772678266929,1
Unknown_Sensor,FF:FF:FF,1.6292738105871487,0.856564915698526,230.00804773401865,5,0.06454801191700688,1
Unknown_Sensor,FF:FF:FF,2.016338588503991,2.0038298687407443,136.89717317484778,4,0.02591920488854397,1
Galaxy_Buds,48:03,2.4432685424376723,1.9189901490312054,252.66305718403902,8,0.07011552607002351,1
AirPods,00:1F,2.7248701977538823,2.461864548172258,168.3634703395752,6,0.06600858651381278,1
Huawei_Watch,00:25,2.1239596775743705,2.393570815756599,169.03842897625512,3,0.034890122330825335,1
Unknown_Sensor,FF:FF:FF,1.7853636826052464,2.8312776160369486,240.35657946184554,2,0.06947743807183303,1
Unknown_Sensor,FF:FF:FF,2.780977505914255,1.4718767222732987,132.77928498788498,3,0.001797544665609392,1
Galaxy_Buds,20:AB,2.379143950262607,1.6936520836175242,146.41978337797642,6,0.033736314764262545,1
Galaxy_Buds,38:A4,2.63040061086547,1.8206880867412398,222.97309416018663,5,0.04237293429240649,1
Galaxy_Buds,20:AB,2.191838654481044,1.5191916055347456,217.25566990333556,5,0.057616206530583663,1
AirPods,00:1F,2.1980129770623145,1.1328411263230795,153.29967867417645,7,0.04779304817362467,1
Unknown_Sensor,FF:FF:FF,2.3230274823646817,1.5345393953733326,203.1929880722921,2,0.03350164199136585,1
Unknown_Sensor,FF:FF:FF,2.502184790183551,1.3394973607868557,163.6968477810249,3,0.059042689314109637,1
Huawei_Watch,78:85,2.522206476626472,0.9888378632351703,177.8591228083953,5,0.028453817317195932,1
AirPods,A4:83,2.3079852009362227,1.8593711367125532,195.21008043981993,9,0.03870039535459302,1
Galaxy_Buds,48:03,2.1835848310098775,1.6091714475405607,109.25664642716507,6,0.04774742791335114,1
Galaxy_Buds,20:AB,2.5396385426220753,0.534516156894298,113.52480071244558,4,0.033023484048540185,1
AirPods,A4:83,2.518800240787708,1.6032356306267146,115.18668207392442,6,0.06395327031751834,1
Unknown_Sensor,FF:FF:FF,2.758009204669212,0.21418531010763928,118.55687428247407,2,0.007326565866130732,1
Huawei_Watch,78:85,2.1957730416432732,2.6805696491699256,189.20115459159115,6,0.04335207579026865,1
Unknown_Sensor,FF:FF:FF,2.4859101381293858,1.9251633404025068,236.62645219699297,2,0.0553821251614282,1
Galaxy_Buds,20:AB,2.6323546688452177,1.7226628220577596,224.77153806224646,4,0.07552474717492906,1
Huawei_Watch,00:1E,2.5117846298789517,2.7984483989580036,211.1613162874359,4,0.025028388520447004,1
Huawei_Watch,78:85,2.611716570020797,0.862237666685513,123.05640424945688,5,0.07554131912907472,1
Galaxy_Buds,48:03,2.6034298556925197,2.158008676777155,157.43808518378603,5,0.05156373205006577,1
Galaxy_Buds,48:03,2.2552880746201143,1.533489826807731,186.59113909193556,6,0.055703102070251184,1
Unknown_Sensor,FF:FF:FF,2.07334181027261,1.2921107141409969,203.0369966980238,5,0.04315930339002698,1
AirPods,00:1F,2.323126752052449,2.0021393034488217,277.1955496472374,6,0.07013323022899597,1
Galaxy_Buds,48:03,2.323359995402911,2.4787508893519097,100.04275424365922,8,0.04231497072217696,1
Unknown_Sensor,FF:FF:FF,2.7123668822528284,0.3890802055181718,101.70737805312966,2,0.061375063114490154,1
AirPods,00:1F,2.435912934212736,2.006013111724088,274.7354228372677,5,0.06146187310916146,1
AirPods,A4:83,2.3949499015939493,2.27019752381334,147.75542915366046,7,0.037384861323012206,1
Unknown_Sensor,FF:FF:FF,1.8734106891503062,1.0000319252311731,142.0493951889838,2,0.022181251655741887,1
AirPods,00:1F,2.1315704740542265,0.7627222368298763,178.32602810807123,8,0.017460311029205134,1
Galaxy_Buds,20:AB,2.5504415100908866,0.49670420508697094,175.1645396412871,6,0.07229791737402164,1
Galaxy_Buds,20:AB,2.520346976025537,0.4429701008623669,172.28444255658775,8,0.051971731919389474,1
AirPods,A4:83,2.458881957711556,1.0536075481226208,135.30560640110167,6,0.00293855499412909,1
Galaxy_Buds,48:03,2.578343987055776,2.0616933116857252,213.36002613930756,4,0.041460829334111375,1
Unknown_Sensor,FF:FF:FF,2.7933801694403657,0.6695171728926157,171.32356340247856,3,0.03929490726949013,1
AirPods,A4:83,2.671083187493432,1.0386573724079855,144.7635229645246,5,0.04743519478733625,1
Galaxy_Buds,20:AB,2.0640407861784285,2.230413897786837,147.8080076659671,7,0.03813414626642947,1
Huawei_Watch,78:85,2.696535473342905,0.4850136842045082,165.8102730739742,3,0.044068589648731143,1
Huawei_Watch,00:1E,2.385917249149489,1.2944524408295535,151.95075675206525,7,0.0039026865338538477,1
Galaxy_Buds,38:A4,2.673485380814435,0.5408314921197985,261.00638757425213,8,0.06809655312390149,1
Unknown_Sensor,FF:FF:FF,2.6477781498786994,1.5934133551977647,263.1724695000244,4,0.027824736632175443,1
Galaxy_Buds,48:03,2.605145016215144,1.914601821698144,193.82685619247468,7,0.06804653832753936,1
Huawei_Watch,78:85,2.3338062151216663,0.972856075122442,286.0180701019477,6,0.04948891025721475,1
Galaxy_Buds,48:03,2.6171459929392453,2.414893634006796,183.78460157859706,5,0.010309589397875615,1
Huawei_Watch,78:85,2.6204557794041254,0.7858237505159398,263.5934048238124,7,0.040597418700866895,1
Huawei_Watch,00:1E,2.300926693222439,1.8806246041017811,296.23723560548467,3,0.009267508542420613,1
Galaxy_Buds,20:AB,2.5458917766058007,0.5353574054193085,236.98502245036505,5,0.034579262711400986,1
Galaxy_Buds,48:03,2.274505848011638,0.6948941115324335,235.66579012909347,7,0.013900278024605344,1
Unknown_Sensor,FF:FF:FF,1.5881881768367234,1.0126016307564039,227.47097595615068,3,0.05668576036821035,1
Galaxy_Buds,20:AB,2.040544322391159,0.4643277190672788,253.43463865575657,8,0.035676664560825716,1
Huawei_Watch,00:25,2.516077101459982,1.3206694249734923,113.12522891480259,3,0.0258888175319633,1
Huawei_Watch,00:25,2.2767561247818677,0.4024707516295202,131.7876566553513,4,0.0797699600126169,1
AirPods,A4:83,2.415970917030773,0.892697170860006,258.96190974998586,9,0.023869954479199408,1
Unknown_Sensor,FF:FF:FF,1.6070953593005954,2.0373481156017252,217.81201857060432,4,0.06944434580258343,1
Galaxy_Buds,20:AB,2.6605311441173196,1.2234000972374692,214.9346705795354,6,0.021937216187893602,1
Huawei_Watch,00:25,2.38653380442053,2.5458380888299224,145.99092117821723,7,0.016028731483897014,1
AirPods,00:25:96,2.6004468281415734,1.8506006872241183,194.30649202050256,7,0.07745547423317774,1
Galaxy_Buds,20:AB,2.6080362175689276,2.0085130761418317,238.76593203592935,5,0.060881919275439914,1
Huawei_Watch,78:85,2.191871414377671,0.47806283077900463,284.1695695631374,5,0.014836709974132348,1
Huawei_Watch,78:85,2.100862284616498,1.8359854362938246,221.46128965253425,6,0.034424471591957016,1
Galaxy_Buds,20:AB,2.112577828354733,1.7333428269649824,158.6665835113735,5,0.06380472805097505,1
Huawei_Watch,78:85,2.204706449867296,1.5150366319259443,236.09132527186506,4,0.03839510677736988,1
Huawei_Watch,00:1E,2.304163805096512,2.067956526703702,272.0244794378409,3,0.0031695060278685715,1
Galaxy_Buds,48:03,2.0734511248927223,0.8324990348975605,277.59926678808637,7,0.05619719764352832,1
Galaxy_Buds,38:A4,2.228522915770794,1.4389656154463653,115.81596984607,8,0.006600682755233702,1
AirPods,00:1F,2.377846293341117,0.8185178097033448,213.50816965231164,6,0.06404693592872664,1
Galaxy_Buds,38:A4,2.1172378075813487,0.5300492487356806,214.5574449178546,6,0.07169770421480307,1
AirPods,00:1F,2.5316232073037317,1.971066019677454,159.76717726746278,8,0.06967752989968685,1
Galaxy_Buds,38:A4,2.5483959081591303,1.6469675689385477,187.1917205633273,6,0.07158533248484221,1
Unknown_Sensor,FF:FF:FF,2.276718621421509,2.316347894230927,186.56268966081728,4,0.04211221287488906,1
Galaxy_Buds,38:A4,2.0571409874214126,0.43277458477924036,144.47858212182638,8,0.038342314286102984,1
Huawei_Watch,00:1E,2.3303122064702637,1.5284382224719963,248.8558131189911,7,0.06317588057139834,1
Huawei_Watch,00:25,2.213170780902762,0.45006673429969146,230.65260384746603,7,0.07970671328453936,1
AirPods,A4:83,2.5552279804428557,0.9789018822299482,236.04564848625827,9,0.03347198309341222,1
Huawei_Watch,78:85,2.688316684393853,0.8180640077878087,292.1561102973954,4,0.05941652169599848,1
Unknown_Sensor,FF:FF:FF,2.3173942636677287,2.185445806397532,238.19029985202044,5,0.0032087353129985987,1
AirPods,A4:83,2.5050727860006754,1.552677006055017,245.0515320830273,8,0.06987385904653284,1
Galaxy_Buds,38:A4,2.458506537182476,2.4826932959494794,151.0938151495561,8,0.016852975120453327,1
AirPods,00:1F,2.5420921540647643,2.2594712537966744,126.31353702545196,8,0.07272260165325128,1
Huawei_Watch,00:1E,2.2662803274467143,2.731348225699935,136.19539054189795,7,0.005530622894929556,1
AirPods,00:1F,2.1681753747874866,1.4720499177927717,218.58367996635639,5,0.05300970232066563,1
Huawei_Watch,00:1E,2.5564862718713064,1.149155336071473,179.80918922742222,5,0.05253893316330338,1
Huawei_Watch,78:85,2.6414311879806203,0.7140967857240397,293.96420901570895,5,0.07069677357286021,1
Galaxy_Buds,38:A4,2.2316225540924206,1.2873106624290869,220.49027226268504,4,0.034471001892944476,1
Unknown_Sensor,FF:FF:FF,2.264249682443503,2.761175058098871,145.45500077357548,3,0.013409537303065414,1
AirPods,A4:83,2.6154814105459483,2.0931308662923325,194.92617514996277,5,0.056430847528976286,1
Unknown_Sensor,FF:FF:FF,2.2609606737157777,2.5443324573857984,137.05141780661828,2,0.0027350212751326543,1
Galaxy_Buds,38:A4,2.0860795659707385,0.8084880073408225,109.30543070347485,4,0.009768793120802144,1
Galaxy_Buds,20:AB,2.6537125122695335,0.9955434309488511,191.30226556391062,7,0.01186745607696711,1
AirPods,00:1F,2.7755830875052316,0.5118559542425831,290.3623570846478,6,0.07784781984562772,1
Huawei_Watch,00:25,2.2779572059282454,1.6521521119269114,168.53069762418306,6,0.010059320944531906,1
Galaxy_Buds,20:AB,2.100479653427575,2.367603542239052,231.92180530144154,5,0.015067926701248116,1
Huawei_Watch,78:85,2.4106251535132,2.4835414105060125,135.42995788947718,4,0.05293058802969174,1
Huawei_Watch,00:1E,2.362007736997855,0.4420383780689494,148.82945808447485,4,0.06951239875829746,1
Unknown_Sensor,FF:FF:FF,2.4990751738809287,0.5053965115067471,243.19186690535255,5,0.054121070862179724,1
Huawei_Watch,00:25,2.56121982916286,1.3452745735699803,230.24659540829842,4,0.027885893379357637,1
Galaxy_Buds,38:A4,2.4234677458833787,0.999845417959863,255.95896015497618,4,0.06966027602698073,1
AirPods,00:25:96,2.4969113826906675,2.2722781022031837,275.70311226026956,9,0.06121526916446277,1
Unknown_Sensor,FF:FF:FF,2.36787140123266,2.381184043241398,237.21132425979084,2,0.02537565734123189,1
AirPods,A4:83,2.3629705763172084,1.2124862589446739,229.81493175887863,9,0.025966866392021625,1
Unknown_Sensor,FF:FF:FF,2.2927813471483027,1.7212851038408385,168.4755467619036,2,0.03589548980980245,1
AirPods,00:25:96,2.4110936169258412,0.5352009369110331,217.4123415402302,6,0.06074754623382928,1
AirPods,A4:83,2.479654565485817,2.783548543198379,269.4334722745148,8,0.002051365264514855,1
Galaxy_Buds,20:AB,2.2661369331501,1.177410117973181,204.4310264609198,7,0.038135638003292734,1
Huawei_Watch,00:25,2.669090017101265,2.1234953829435868,291.10473919098695,7,0.06579147350536464,1
